GlobalID,Score,x,y,r,x_min,y_min,x_max,y_max,x_shape,y_shape,frameID,time,condition,outlier
17120,0.999999999999994,3850,5848,65,3785,5783,3915,5913,130,130,7,2,HFE7500_K562_300_150_region11,False
17121,0.999999999999994,533,5867,65,468,5802,598,5932,130,130,7,2,HFE7500_K562_300_150_region11,True
17122,0.999999999999994,701,5886,65,636,5821,766,5951,130,130,7,2,HFE7500_K562_300_150_region11,False
17123,0.999999999999994,834,5889,65,769,5824,899,5954,130,130,7,2,HFE7500_K562_300_150_region11,False
17124,0.999999999999994,1102,5897,65,1037,5832,1167,5962,130,130,7,2,HFE7500_K562_300_150_region11,False
17125,0.999999999999994,968,5898,65,903,5833,1033,5963,130,130,7,2,HFE7500_K562_300_150_region11,False
17126,0.999999999999994,1236,5901,65,1171,5836,1301,5966,130,130,7,2,HFE7500_K562_300_150_region11,False
17127,0.999999999999994,1370,5904,65,1305,5839,1435,5969,130,130,7,2,HFE7500_K562_300_150_region11,False
17128,0.9015957446808466,1503,5912,65,1438,5847,1568,5977,130,130,7,2,HFE7500_K562_300_150_region11,False
17129,0.999999999999994,1767,5912,65,1702,5847,1832,5977,130,130,7,2,HFE7500_K562_300_150_region11,False
17130,0.9255319148936122,1631,5916,65,1566,5851,1696,5981,130,130,7,2,HFE7500_K562_300_150_region11,False
17131,0.999999999999994,1901,5916,65,1836,5851,1966,5981,130,130,7,2,HFE7500_K562_300_150_region11,False
17132,0.999999999999994,2032,5921,65,1967,5856,2097,5986,130,130,7,2,HFE7500_K562_300_150_region11,False
17133,0.999999999999994,2163,5929,65,2098,5864,2228,5994,130,130,7,2,HFE7500_K562_300_150_region11,False
17134,0.999999999999994,2565,5929,65,2500,5864,2630,5994,130,130,7,2,HFE7500_K562_300_150_region11,False
17135,0.999999999999994,2298,5930,65,2233,5865,2363,5995,130,130,7,2,HFE7500_K562_300_150_region11,False
17136,0.999999999999994,2698,5933,65,2633,5868,2763,5998,130,130,7,2,HFE7500_K562_300_150_region11,False
17137,0.999999999999994,2431,5934,65,2366,5869,2496,5999,130,130,7,2,HFE7500_K562_300_150_region11,False
17138,0.999999999999994,2978,5934,65,2913,5869,3043,5999,130,130,7,2,HFE7500_K562_300_150_region11,False
17139,0.999999999999994,2831,5935,65,2766,5870,2896,6000,130,130,7,2,HFE7500_K562_300_150_region11,False
17140,0.999999999999994,3108,5939,65,3043,5874,3173,6004,130,130,7,2,HFE7500_K562_300_150_region11,False
17141,0.999999999999994,3241,5944,65,3176,5879,3306,6009,130,130,7,2,HFE7500_K562_300_150_region11,False
17142,0.999999999999994,3375,5946,65,3310,5881,3440,6011,130,130,7,2,HFE7500_K562_300_150_region11,False
17143,0.999999999999994,3508,5949,65,3443,5884,3573,6014,130,130,7,2,HFE7500_K562_300_150_region11,False
17144,0.999999999999994,3641,5955,65,3576,5890,3706,6020,130,130,7,2,HFE7500_K562_300_150_region11,True
17145,0.999999999999994,3775,5958,65,3710,5893,3840,6023,130,130,7,2,HFE7500_K562_300_150_region11,True
17146,0.999999999999994,532,5961,65,467,5896,597,6026,130,130,7,2,HFE7500_K562_300_150_region11,True
17147,0.999999999999994,635,6001,65,570,5936,700,6066,130,130,7,2,HFE7500_K562_300_150_region11,False
17148,0.999999999999994,768,6006,65,703,5941,833,6071,130,130,7,2,HFE7500_K562_300_150_region11,False
17149,0.999999999999994,900,6011,65,835,5946,965,6076,130,130,7,2,HFE7500_K562_300_150_region11,False
17150,0.8909574468085063,1022,6012,65,957,5947,1087,6077,130,130,7,2,HFE7500_K562_300_150_region11,False
17151,0.999999999999994,1166,6014,65,1101,5949,1231,6079,130,130,7,2,HFE7500_K562_300_150_region11,False
17152,0.999999999999994,1299,6018,65,1234,5953,1364,6083,130,130,7,2,HFE7500_K562_300_150_region11,False
17153,0.999999999999994,1431,6023,65,1366,5958,1496,6088,130,130,7,2,HFE7500_K562_300_150_region11,False
17154,0.999999999999994,1564,6025,65,1499,5960,1629,6090,130,130,7,2,HFE7500_K562_300_150_region11,False
17155,0.999999999999994,1697,6026,65,1632,5961,1762,6091,130,130,7,2,HFE7500_K562_300_150_region11,False
17156,0.999999999999994,1831,6030,65,1766,5965,1896,6095,130,130,7,2,HFE7500_K562_300_150_region11,False
17157,0.999999999999994,426,6033,65,361,5968,491,6098,130,130,7,2,HFE7500_K562_300_150_region11,True
17158,0.999999999999994,1965,6034,65,1900,5969,2030,6099,130,130,7,2,HFE7500_K562_300_150_region11,False
17159,0.999999999999994,2096,6042,65,2031,5977,2161,6107,130,130,7,2,HFE7500_K562_300_150_region11,False
17160,0.999999999999994,2228,6045,65,2163,5980,2293,6110,130,130,7,2,HFE7500_K562_300_150_region11,False
17161,0.999999999999994,2628,6047,65,2563,5982,2693,6112,130,130,7,2,HFE7500_K562_300_150_region11,False
17162,0.999999999999994,3036,6049,65,2971,5984,3101,6114,130,130,7,2,HFE7500_K562_300_150_region11,False
17163,0.999999999999994,2761,6050,65,2696,5985,2826,6115,130,130,7,2,HFE7500_K562_300_150_region11,False
17164,0.999999999999994,2894,6051,65,2829,5986,2959,6116,130,130,7,2,HFE7500_K562_300_150_region11,True
17165,0.999999999999994,2495,6052,65,2430,5987,2560,6117,130,130,7,2,HFE7500_K562_300_150_region11,False
17166,0.9787234042553136,2359,6053,65,2294,5988,2424,6118,130,130,7,2,HFE7500_K562_300_150_region11,True
17167,0.999999999999994,3169,6056,65,3104,5991,3234,6121,130,130,7,2,HFE7500_K562_300_150_region11,False
17168,0.999999999999994,3305,6059,65,3240,5994,3370,6124,130,130,7,2,HFE7500_K562_300_150_region11,False
17169,0.999999999999994,3438,6063,65,3373,5998,3503,6128,130,130,7,2,HFE7500_K562_300_150_region11,False
17170,0.999999999999994,3572,6069,65,3507,6004,3637,6134,130,130,7,2,HFE7500_K562_300_150_region11,False
17171,0.999999999999994,3704,6072,65,3639,6007,3769,6137,130,130,7,2,HFE7500_K562_300_150_region11,False
17172,0.999999999999994,3839,6075,65,3774,6010,3904,6140,130,130,7,2,HFE7500_K562_300_150_region11,False
17173,0.999999999999994,567,6114,65,502,6049,632,6179,130,130,7,2,HFE7500_K562_300_150_region11,False
17174,0.999999999999994,698,6119,65,633,6054,763,6184,130,130,7,2,HFE7500_K562_300_150_region11,False
17175,0.999999999999994,832,6123,65,767,6058,897,6188,130,130,7,2,HFE7500_K562_300_150_region11,False
17176,0.999999999999994,966,6124,65,901,6059,1031,6189,130,130,7,2,HFE7500_K562_300_150_region11,False
17177,0.999999999999994,406,6126,65,341,6061,471,6191,130,130,7,2,HFE7500_K562_300_150_region11,True
17178,0.999999999999994,1099,6129,65,1034,6064,1164,6194,130,130,7,2,HFE7500_K562_300_150_region11,False
17179,0.999999999999994,1232,6133,65,1167,6068,1297,6198,130,130,7,2,HFE7500_K562_300_150_region11,False
17180,0.999999999999994,1364,6137,65,1299,6072,1429,6202,130,130,7,2,HFE7500_K562_300_150_region11,False
17181,0.999999999999994,1495,6139,65,1430,6074,1560,6204,130,130,7,2,HFE7500_K562_300_150_region11,False
17182,0.999999999999994,1628,6140,65,1563,6075,1693,6205,130,130,7,2,HFE7500_K562_300_150_region11,False
17183,0.999999999999994,1760,6144,65,1695,6079,1825,6209,130,130,7,2,HFE7500_K562_300_150_region11,False
17184,0.999999999999994,1893,6148,65,1828,6083,1958,6213,130,130,7,2,HFE7500_K562_300_150_region11,False
17185,0.999999999999994,2026,6153,65,1961,6088,2091,6218,130,130,7,2,HFE7500_K562_300_150_region11,False
17186,0.999999999999994,2158,6158,65,2093,6093,2223,6223,130,130,7,2,HFE7500_K562_300_150_region11,False
17187,0.999999999999994,2291,6162,65,2226,6097,2356,6227,130,130,7,2,HFE7500_K562_300_150_region11,False
17188,0.999999999999994,2967,6163,65,2902,6098,3032,6228,130,130,7,2,HFE7500_K562_300_150_region11,False
17189,0.999999999999994,2691,6164,65,2626,6099,2756,6229,130,130,7,2,HFE7500_K562_300_150_region11,False
17190,0.999999999999994,2424,6165,65,2359,6100,2489,6230,130,130,7,2,HFE7500_K562_300_150_region11,False
17191,0.999999999999994,2827,6167,65,2762,6102,2892,6232,130,130,7,2,HFE7500_K562_300_150_region11,True
17192,0.999999999999994,3104,6168,65,3039,6103,3169,6233,130,130,7,2,HFE7500_K562_300_150_region11,False
17193,0.999999999999994,2558,6169,65,2493,6104,2623,6234,130,130,7,2,HFE7500_K562_300_150_region11,False
17194,0.999999999999994,3234,6171,65,3169,6106,3299,6236,130,130,7,2,HFE7500_K562_300_150_region11,False
17195,0.999999999999994,3367,6175,65,3302,6110,3432,6240,130,130,7,2,HFE7500_K562_300_150_region11,False
17196,0.999999999999994,3499,6180,65,3434,6115,3564,6245,130,130,7,2,HFE7500_K562_300_150_region11,False
17197,0.999999999999994,3659,6201,65,3594,6136,3724,6266,130,130,7,2,HFE7500_K562_300_150_region11,False
17198,0.999999999999994,374,6225,65,309,6160,439,6290,130,130,7,2,HFE7500_K562_300_150_region11,True
17199,0.999999999999994,499,6225,65,434,6160,564,6290,130,130,7,2,HFE7500_K562_300_150_region11,False
17200,0.999999999999994,630,6231,65,565,6166,695,6296,130,130,7,2,HFE7500_K562_300_150_region11,False
17201,0.999999999999994,762,6234,65,697,6169,827,6299,130,130,7,2,HFE7500_K562_300_150_region11,False
17202,0.999999999999994,1027,6244,65,962,6179,1092,6309,130,130,7,2,HFE7500_K562_300_150_region11,False
17203,0.999999999999994,893,6245,65,828,6180,958,6310,130,130,7,2,HFE7500_K562_300_150_region11,False
17204,0.999999999999994,1161,6246,65,1096,6181,1226,6311,130,130,7,2,HFE7500_K562_300_150_region11,False
17205,0.999999999999994,1294,6250,65,1229,6185,1359,6315,130,130,7,2,HFE7500_K562_300_150_region11,False
17206,0.999999999999994,1426,6252,65,1361,6187,1491,6317,130,130,7,2,HFE7500_K562_300_150_region11,False
17207,0.999999999999994,1560,6255,65,1495,6190,1625,6320,130,130,7,2,HFE7500_K562_300_150_region11,False
17208,0.999999999999994,1694,6259,65,1629,6194,1759,6324,130,130,7,2,HFE7500_K562_300_150_region11,True
17209,0.999999999999994,1826,6265,65,1761,6200,1891,6330,130,130,7,2,HFE7500_K562_300_150_region11,False
17210,0.999999999999994,1961,6269,65,1896,6204,2026,6334,130,130,7,2,HFE7500_K562_300_150_region11,False
17211,0.999999999999994,2092,6273,65,2027,6208,2157,6338,130,130,7,2,HFE7500_K562_300_150_region11,False
17212,0.999999999999994,2222,6275,65,2157,6210,2287,6340,130,130,7,2,HFE7500_K562_300_150_region11,False
17213,0.9521276595744628,3766,6276,65,3701,6211,3831,6341,130,130,7,2,HFE7500_K562_300_150_region11,False
17214,0.999999999999994,2899,6277,65,2834,6212,2964,6342,130,130,7,2,HFE7500_K562_300_150_region11,True
17215,0.999999999999994,2354,6279,65,2289,6214,2419,6344,130,130,7,2,HFE7500_K562_300_150_region11,False
17216,0.999999999999994,3031,6279,65,2966,6214,3096,6344,130,130,7,2,HFE7500_K562_300_150_region11,False
17217,0.999999999999994,2487,6282,65,2422,6217,2552,6347,130,130,7,2,HFE7500_K562_300_150_region11,False
17218,0.999999999999994,2751,6283,65,2686,6218,2816,6348,130,130,7,2,HFE7500_K562_300_150_region11,False
17219,0.999999999999994,3164,6283,65,3099,6218,3229,6348,130,130,7,2,HFE7500_K562_300_150_region11,False
17220,0.999999999999994,2619,6286,65,2554,6221,2684,6351,130,130,7,2,HFE7500_K562_300_150_region11,False
17221,0.999999999999994,3297,6288,65,3232,6223,3362,6353,130,130,7,2,HFE7500_K562_300_150_region11,False
17222,0.999999999999994,3428,6292,65,3363,6227,3493,6357,130,130,7,2,HFE7500_K562_300_150_region11,False
17223,0.999999999999994,3564,6295,65,3499,6230,3629,6360,130,130,7,2,HFE7500_K562_300_150_region11,False
17224,0.999999999999994,438,6340,65,373,6275,503,6405,130,130,7,2,HFE7500_K562_300_150_region11,False
17225,0.999999999999994,696,6346,65,631,6281,761,6411,130,130,7,2,HFE7500_K562_300_150_region11,False
17226,0.999999999999994,566,6360,65,501,6295,631,6425,130,130,7,2,HFE7500_K562_300_150_region11,False
17227,0.999999999999994,960,6360,65,895,6295,1025,6425,130,130,7,2,HFE7500_K562_300_150_region11,False
17228,0.999999999999994,1093,6360,65,1028,6295,1158,6425,130,130,7,2,HFE7500_K562_300_150_region11,False
17229,0.999999999999994,1225,6362,65,1160,6297,1290,6427,130,130,7,2,HFE7500_K562_300_150_region11,False
17230,0.999999999999994,828,6366,65,763,6301,893,6431,130,130,7,2,HFE7500_K562_300_150_region11,False
17231,0.999999999999994,1357,6367,65,1292,6302,1422,6432,130,130,7,2,HFE7500_K562_300_150_region11,False
17232,0.999999999999994,1490,6369,65,1425,6304,1555,6434,130,130,7,2,HFE7500_K562_300_150_region11,False
17233,0.999999999999994,1623,6373,65,1558,6308,1688,6438,130,130,7,2,HFE7500_K562_300_150_region11,False
17234,0.999999999999994,1757,6378,65,1692,6313,1822,6443,130,130,7,2,HFE7500_K562_300_150_region11,True
17235,0.999999999999994,249,6379,65,184,6314,314,6444,130,130,7,2,HFE7500_K562_300_150_region11,True
17236,0.999999999999994,1890,6382,65,1825,6317,1955,6447,130,130,7,2,HFE7500_K562_300_150_region11,False
17237,0.999999999999994,2022,6386,65,1957,6321,2087,6451,130,130,7,2,HFE7500_K562_300_150_region11,False
17238,0.999999999999994,2153,6389,65,2088,6324,2218,6454,130,130,7,2,HFE7500_K562_300_150_region11,False
17239,0.999999999999994,2285,6392,65,2220,6327,2350,6457,130,130,7,2,HFE7500_K562_300_150_region11,False
17240,0.999999999999994,2828,6392,65,2763,6327,2893,6457,130,130,7,2,HFE7500_K562_300_150_region11,False
17241,0.999999999999994,2962,6392,65,2897,6327,3027,6457,130,130,7,2,HFE7500_K562_300_150_region11,False
17242,0.999999999999994,2418,6396,65,2353,6331,2483,6461,130,130,7,2,HFE7500_K562_300_150_region11,False
17243,0.999999999999994,2686,6396,65,2621,6331,2751,6461,130,130,7,2,HFE7500_K562_300_150_region11,False
17244,0.999999999999994,3094,6396,65,3029,6331,3159,6461,130,130,7,2,HFE7500_K562_300_150_region11,False
17245,0.999999999999994,2550,6398,65,2485,6333,2615,6463,130,130,7,2,HFE7500_K562_300_150_region11,False
17246,0.999999999999994,3228,6400,65,3163,6335,3293,6465,130,130,7,2,HFE7500_K562_300_150_region11,False
17247,0.999999999999994,3359,6402,65,3294,6337,3424,6467,130,130,7,2,HFE7500_K562_300_150_region11,True
17248,0.999999999999994,3761,6404,65,3696,6339,3826,6469,130,130,7,2,HFE7500_K562_300_150_region11,False
17249,0.999999999999994,3492,6406,65,3427,6341,3557,6471,130,130,7,2,HFE7500_K562_300_150_region11,False
17250,0.999999999999994,3625,6414,65,3560,6349,3690,6479,130,130,7,2,HFE7500_K562_300_150_region11,False
17251,0.999999999999994,401,6463,65,336,6398,466,6528,130,130,7,2,HFE7500_K562_300_150_region11,False
17252,0.999999999999994,648,6467,65,583,6402,713,6532,130,130,7,2,HFE7500_K562_300_150_region11,False
17253,0.999999999999994,273,6471,65,208,6406,338,6536,130,130,7,2,HFE7500_K562_300_150_region11,True
17254,0.999999999999994,1157,6473,65,1092,6408,1222,6538,130,130,7,2,HFE7500_K562_300_150_region11,False
17255,0.999999999999994,1029,6474,65,964,6409,1094,6539,130,130,7,2,HFE7500_K562_300_150_region11,False
17256,0.999999999999994,900,6476,65,835,6411,965,6541,130,130,7,2,HFE7500_K562_300_150_region11,False
17257,0.8962765957446764,528,6477,65,463,6412,593,6542,130,130,7,2,HFE7500_K562_300_150_region11,False
17258,0.999999999999994,1285,6477,65,1220,6412,1350,6542,130,130,7,2,HFE7500_K562_300_150_region11,False
17259,0.9680851063829732,773,6488,65,708,6423,838,6553,130,130,7,2,HFE7500_K562_300_150_region11,False
17260,0.999999999999994,1444,6492,65,1379,6427,1509,6557,130,130,7,2,HFE7500_K562_300_150_region11,True
17261,0.999999999999994,1573,6495,65,1508,6430,1638,6560,130,130,7,2,HFE7500_K562_300_150_region11,False
17262,0.999999999999994,1955,6495,65,1890,6430,2020,6560,130,130,7,2,HFE7500_K562_300_150_region11,False
17263,0.999999999999994,1703,6498,65,1638,6433,1768,6563,130,130,7,2,HFE7500_K562_300_150_region11,False
17264,0.8749999999999959,2097,6502,65,2032,6437,2162,6567,130,130,7,2,HFE7500_K562_300_150_region11,False
17265,0.999999999999994,2217,6504,65,2152,6439,2282,6569,130,130,7,2,HFE7500_K562_300_150_region11,False
17266,0.8696808510638258,1828,6506,65,1763,6441,1893,6571,130,130,7,2,HFE7500_K562_300_150_region11,False
17267,0.999999999999994,2755,6507,65,2690,6442,2820,6572,130,130,7,2,HFE7500_K562_300_150_region11,False
17268,0.9069148936170168,2361,6508,65,2296,6443,2426,6573,130,130,7,2,HFE7500_K562_300_150_region11,False
17269,0.999999999999994,2889,6508,65,2824,6443,2954,6573,130,130,7,2,HFE7500_K562_300_150_region11,False
17270,0.999999999999994,2621,6509,65,2556,6444,2686,6574,130,130,7,2,HFE7500_K562_300_150_region11,False
17271,0.999999999999994,3023,6509,65,2958,6444,3088,6574,130,130,7,2,HFE7500_K562_300_150_region11,False
17272,0.999999999999994,2483,6512,65,2418,6447,2548,6577,130,130,7,2,HFE7500_K562_300_150_region11,False
17273,0.999999999999994,3157,6513,65,3092,6448,3222,6578,130,130,7,2,HFE7500_K562_300_150_region11,True
17274,0.999999999999994,3289,6516,65,3224,6451,3354,6581,130,130,7,2,HFE7500_K562_300_150_region11,False
17275,0.999999999999994,3420,6518,65,3355,6453,3485,6583,130,130,7,2,HFE7500_K562_300_150_region11,False
17276,0.999999999999994,3832,6520,65,3767,6455,3897,6585,130,130,7,2,HFE7500_K562_300_150_region11,False
17277,0.999999999999994,3551,6522,65,3486,6457,3616,6587,130,130,7,2,HFE7500_K562_300_150_region11,False
17278,0.999999999999994,3700,6524,65,3635,6459,3765,6589,130,130,7,2,HFE7500_K562_300_150_region11,True
17279,0.8670212765957407,1094,6578,65,1029,6513,1159,6643,130,130,7,2,HFE7500_K562_300_150_region11,False
17280,0.999999999999994,590,6579,65,525,6514,655,6644,130,130,7,2,HFE7500_K562_300_150_region11,False
17281,0.999999999999994,461,6581,65,396,6516,526,6646,130,130,7,2,HFE7500_K562_300_150_region11,True
17282,0.999999999999994,330,6586,65,265,6521,395,6651,130,130,7,2,HFE7500_K562_300_150_region11,True
17283,0.8936170212765914,846,6587,65,781,6522,911,6652,130,130,7,2,HFE7500_K562_300_150_region11,False
17284,0.999999999999994,972,6588,65,907,6523,1037,6653,130,130,7,2,HFE7500_K562_300_150_region11,False
17285,0.999999999999994,199,6589,65,134,6524,264,6654,130,130,7,2,HFE7500_K562_300_150_region11,True
17286,0.994680851063824,1224,6590,65,1159,6525,1289,6655,130,130,7,2,HFE7500_K562_300_150_region11,False
17287,0.999999999999994,717,6601,65,652,6536,782,6666,130,130,7,2,HFE7500_K562_300_150_region11,True
17288,0.9388297872340376,1893,6603,65,1828,6538,1958,6668,130,130,7,2,HFE7500_K562_300_150_region11,False
17289,0.999999999999994,2018,6603,65,1953,6538,2083,6668,130,130,7,2,HFE7500_K562_300_150_region11,False
17290,0.999999999999994,1767,6609,65,1702,6544,1832,6674,130,130,7,2,HFE7500_K562_300_150_region11,False
17291,0.999999999999994,1503,6610,65,1438,6545,1568,6675,130,130,7,2,HFE7500_K562_300_150_region11,False
17292,0.999999999999994,1636,6610,65,1571,6545,1701,6675,130,130,7,2,HFE7500_K562_300_150_region11,False
17293,0.999999999999994,2147,6613,65,2082,6548,2212,6678,130,130,7,2,HFE7500_K562_300_150_region11,False
17294,0.999999999999994,2281,6617,65,2216,6552,2346,6682,130,130,7,2,HFE7500_K562_300_150_region11,False
17295,0.877659574468081,1346,6619,65,1281,6554,1411,6684,130,130,7,2,HFE7500_K562_300_150_region11,True
17296,0.999999999999994,2411,6620,65,2346,6555,2476,6685,130,130,7,2,HFE7500_K562_300_150_region11,False
17297,0.999999999999994,2554,6621,65,2489,6556,2619,6686,130,130,7,2,HFE7500_K562_300_150_region11,False
17298,0.999999999999994,2689,6622,65,2624,6557,2754,6687,130,130,7,2,HFE7500_K562_300_150_region11,False
17299,0.999999999999994,2821,6623,65,2756,6558,2886,6688,130,130,7,2,HFE7500_K562_300_150_region11,False
17300,0.999999999999994,81,6625,65,16,6560,146,6690,130,130,7,2,HFE7500_K562_300_150_region11,True
17301,0.999999999999994,2955,6625,65,2890,6560,3020,6690,130,130,7,2,HFE7500_K562_300_150_region11,False
17302,0.999999999999994,3088,6626,65,3023,6561,3153,6691,130,130,7,2,HFE7500_K562_300_150_region11,True
17303,0.999999999999994,3220,6628,65,3155,6563,3285,6693,130,130,7,2,HFE7500_K562_300_150_region11,False
17304,0.999999999999994,3352,6630,65,3287,6565,3417,6695,130,130,7,2,HFE7500_K562_300_150_region11,False
17305,0.999999999999994,3486,6632,65,3421,6567,3551,6697,130,130,7,2,HFE7500_K562_300_150_region11,False
17306,0.999999999999994,3768,6632,65,3703,6567,3833,6697,130,130,7,2,HFE7500_K562_300_150_region11,False
17307,0.999999999999994,3623,6633,65,3558,6568,3688,6698,130,130,7,2,HFE7500_K562_300_150_region11,True
17308,0.9015957446808466,530,6687,65,465,6622,595,6752,130,130,7,2,HFE7500_K562_300_150_region11,True
17309,0.8377659574468049,918,6689,65,853,6624,983,6754,130,130,7,2,HFE7500_K562_300_150_region11,True
17310,0.8430851063829751,1040,6690,65,975,6625,1105,6755,130,130,7,2,HFE7500_K562_300_150_region11,True
17311,0.8670212765957407,1156,6692,65,1091,6627,1221,6757,130,130,7,2,HFE7500_K562_300_150_region11,True
17312,0.9374999999999952,400,6693,67,333,6626,467,6760,134,134,7,2,HFE7500_K562_300_150_region11,True
17313,0.9361702127659524,1956,6709,65,1891,6644,2021,6774,130,130,7,2,HFE7500_K562_300_150_region11,False
17314,0.9228723404255272,1836,6713,65,1771,6648,1901,6778,130,130,7,2,HFE7500_K562_300_150_region11,False
17315,0.920212765957442,2073,6715,65,2008,6650,2138,6780,130,130,7,2,HFE7500_K562_300_150_region11,False
17316,0.9999999999999928,268,6717,68,200,6649,336,6785,136,136,7,2,HFE7500_K562_300_150_region11,True
17317,0.8989361702127615,2211,6722,65,2146,6657,2276,6787,130,130,7,2,HFE7500_K562_300_150_region11,False
17318,0.84042553191489,2351,6723,65,2286,6658,2416,6788,130,130,7,2,HFE7500_K562_300_150_region11,False
17319,0.8909574468085063,2482,6725,65,2417,6660,2547,6790,130,130,7,2,HFE7500_K562_300_150_region11,False
17320,0.999999999999994,128,6728,65,63,6663,193,6793,130,130,7,2,HFE7500_K562_300_150_region11,True
17321,0.9095744680851018,2621,6729,65,2556,6664,2686,6794,130,130,7,2,HFE7500_K562_300_150_region11,True
17322,0.9015957446808466,2754,6730,65,2689,6665,2819,6795,130,130,7,2,HFE7500_K562_300_150_region11,True
17323,0.914893617021272,2886,6732,65,2821,6667,2951,6797,130,130,7,2,HFE7500_K562_300_150_region11,True
17324,0.914893617021272,3021,6733,65,2956,6668,3086,6798,130,130,7,2,HFE7500_K562_300_150_region11,True
17325,0.9348958333333284,3700,6733,67,3633,6666,3767,6800,134,134,7,2,HFE7500_K562_300_150_region11,True
17326,0.914893617021272,3152,6735,65,3087,6670,3217,6800,130,130,7,2,HFE7500_K562_300_150_region11,True
17327,0.920212765957442,3285,6737,65,3220,6672,3350,6802,130,130,7,2,HFE7500_K562_300_150_region11,True
17328,0.920212765957442,3417,6738,65,3352,6673,3482,6803,130,130,7,2,HFE7500_K562_300_150_region11,True
17329,0.9335106382978674,3581,6751,65,3516,6686,3646,6816,130,130,7,2,HFE7500_K562_300_150_region11,True
17330,0.999999999999994,3852,6755,65,3787,6690,3917,6820,130,130,7,2,HFE7500_K562_300_150_region11,True
17331,0.999999999999994,105,730,65,40,665,170,795,130,130,8,3,HFE7500_K562_300_150_region11,True
17332,0.9095744680851018,3832,776,65,3767,711,3897,841,130,130,8,3,HFE7500_K562_300_150_region11,True
17333,0.8191489361702095,2872,778,65,2807,713,2937,843,130,130,8,3,HFE7500_K562_300_150_region11,True
17334,0.8909574468085063,3414,779,65,3349,714,3479,844,130,130,8,3,HFE7500_K562_300_150_region11,True
17335,0.9042553191489316,3548,779,65,3483,714,3613,844,130,130,8,3,HFE7500_K562_300_150_region11,True
17336,0.8085106382978692,3018,780,65,2953,715,3083,845,130,130,8,3,HFE7500_K562_300_150_region11,False
17337,0.8696808510638258,3281,783,65,3216,718,3346,848,130,130,8,3,HFE7500_K562_300_150_region11,True
17338,0.8909574468085063,3682,784,65,3617,719,3747,849,130,130,8,3,HFE7500_K562_300_150_region11,True
17339,0.999999999999994,232,848,65,167,783,297,913,130,130,8,3,HFE7500_K562_300_150_region11,True
17340,0.999999999999994,364,853,65,299,788,429,918,130,130,8,3,HFE7500_K562_300_150_region11,False
17341,0.999999999999994,498,855,65,433,790,563,920,130,130,8,3,HFE7500_K562_300_150_region11,False
17342,0.999999999999994,631,857,65,566,792,696,922,130,130,8,3,HFE7500_K562_300_150_region11,False
17343,0.999999999999994,764,857,65,699,792,829,922,130,130,8,3,HFE7500_K562_300_150_region11,False
17344,0.999999999999994,896,859,65,831,794,961,924,130,130,8,3,HFE7500_K562_300_150_region11,False
17345,0.999999999999994,1029,859,65,964,794,1094,924,130,130,8,3,HFE7500_K562_300_150_region11,False
17346,0.999999999999994,1162,860,65,1097,795,1227,925,130,130,8,3,HFE7500_K562_300_150_region11,False
17347,0.999999999999994,1302,862,65,1237,797,1367,927,130,130,8,3,HFE7500_K562_300_150_region11,False
17348,0.9308510638297824,2145,862,65,2080,797,2210,927,130,130,8,3,HFE7500_K562_300_150_region11,False
17349,0.999999999999994,1451,865,65,1386,800,1516,930,130,130,8,3,HFE7500_K562_300_150_region11,False
17350,0.999999999999994,1594,865,65,1529,800,1659,930,130,130,8,3,HFE7500_K562_300_150_region11,False
17351,0.9361702127659524,1866,865,65,1801,800,1931,930,130,130,8,3,HFE7500_K562_300_150_region11,False
17352,0.8829787234042511,2017,865,65,1952,800,2082,930,130,130,8,3,HFE7500_K562_300_150_region11,False
17353,0.9920212765957388,1725,866,65,1660,801,1790,931,130,130,8,3,HFE7500_K562_300_150_region11,False
17354,0.8590425531914855,2682,872,65,2617,807,2747,937,130,130,8,3,HFE7500_K562_300_150_region11,False
17355,0.994680851063824,2268,874,65,2203,809,2333,939,130,130,8,3,HFE7500_K562_300_150_region11,False
17356,0.999999999999994,2399,875,65,2334,810,2464,940,130,130,8,3,HFE7500_K562_300_150_region11,False
17357,0.8829787234042511,3199,876,65,3134,811,3264,941,130,130,8,3,HFE7500_K562_300_150_region11,False
17358,0.999999999999994,2544,877,65,2479,812,2609,942,130,130,8,3,HFE7500_K562_300_150_region11,False
17359,0.8962765957446764,3488,877,65,3423,812,3553,942,130,130,8,3,HFE7500_K562_300_150_region11,False
17360,0.8936170212765914,3360,878,65,3295,813,3425,943,130,130,8,3,HFE7500_K562_300_150_region11,False
17361,0.999999999999994,68,881,65,3,816,133,946,130,130,8,3,HFE7500_K562_300_150_region11,True
17362,0.999999999999994,2811,881,65,2746,816,2876,946,130,130,8,3,HFE7500_K562_300_150_region11,False
17363,0.999999999999994,3075,882,65,3010,817,3140,947,130,130,8,3,HFE7500_K562_300_150_region11,False
17364,0.999999999999994,2943,883,65,2878,818,3008,948,130,130,8,3,HFE7500_K562_300_150_region11,False
17365,0.999999999999994,3611,890,65,3546,825,3676,955,130,130,8,3,HFE7500_K562_300_150_region11,False
17366,0.999999999999994,3750,892,65,3685,827,3815,957,130,130,8,3,HFE7500_K562_300_150_region11,False
17367,0.999999999999994,168,959,65,103,894,233,1024,130,130,8,3,HFE7500_K562_300_150_region11,True
